office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes,gaz_perct,biram_perct,mewloud_perct,kane_perct,wavi_perct,boubacar_perct,turnout
Lycée,Kiffa,Assaba,384,185,5,1,179,78,50,2,4,7,38,0.43575418994413406,0.27932960893854747,0.0111731843575419,0.0223463687150838,0.03910614525139665,0.2122905027932961,48.18
Ecole Thienel,Boghé,Brakna,571,435,9,26,400,42,31,8,312,1,6,0.105,0.0775,0.02,0.78,0.0025,0.015,76.18
Ecole Abdalla Dieri,Bababé,Brakna,348,234,4,5,225,105,21,0,94,1,4,0.4666666666666667,0.09333333333333334,0.0,0.4177777777777778,0.0044444444444444444,0.017777777777777778,67.24
Ecole Neimatt,R'Kiz,Trarza,532,268,4,1,263,219,12,5,0,0,27,0.8326996197718631,0.045627376425855515,0.019011406844106463,0.0,0.0,0.10266159695817491,50.38
Lycée,Riyad,Nouakchott Sud,525,400,7,4,389,56,139,10,136,0,48,0.14395886889460155,0.35732647814910024,0.02570694087403599,0.3496143958868895,0.0,0.12339331619537275,76.19
Ecole El Harameine,Barkéol,Assaba,398,236,9,0,227,126,40,1,1,0,59,0.5550660792951542,0.1762114537444934,0.004405286343612335,0.004405286343612335,0.0,0.2599118942731278,59.3
Edebaye Lehsey,M'Bout,Gorgol,334,254,7,2,245,231,9,0,1,0,4,0.9428571428571428,0.036734693877551024,0.0,0.004081632653061225,0.0,0.0163265306122449,76.05
Ecole 1,Bababé,Brakna,413,340,7,19,314,45,21,0,236,0,12,0.14331210191082802,0.06687898089171974,0.0,0.7515923566878981,0.0,0.03821656050955414,82.32
Ecole 3,Néma,Hodh Chargui,562,306,9,1,296,154,26,0,3,42,71,0.5202702702702703,0.08783783783783784,0.0,0.010135135135135136,0.14189189189189189,0.23986486486486486,54.45
Dispensaire Kenewal,Atar,Adrar,536,342,20,2,320,254,15,2,0,0,49,0.79375,0.046875,0.00625,0.0,0.0,0.153125,63.81
Moughataa,Magtalahjar,Brakna,528,212,14,2,196,78,13,7,4,0,94,0.3979591836734694,0.0663265306122449,0.03571428571428571,0.02040816326530612,0.0,0.47959183673469385,40.15
Aeroport 1,Kaédi,Gorgol,411,295,3,0,292,74,153,8,28,0,29,0.2534246575342466,0.523972602739726,0.0273972602739726,0.0958904109589041,0.0,0.09931506849315068,71.78
Délegation Régionale MDR,Kiffa,Assaba,462,244,13,1,230,102,88,14,5,0,21,0.4434782608695652,0.3826086956521739,0.06086956521739131,0.021739130434782608,0.0,0.09130434782608696,52.81
Commune,Sebkha,Nouakchott Ouest,516,413,28,4,381,28,195,2,143,0,13,0.07349081364829396,0.5118110236220472,0.005249343832020997,0.3753280839895013,0.0,0.03412073490813648,80.04
Oum El Akrich,Timbedra,Hodh Chargui,295,208,15,1,192,129,0,0,0,2,61,0.671875,0.0,0.0,0.0,0.010416666666666666,0.3177083333333333,70.51
Gourel Thierno,Maghama,Gorgol,242,186,12,0,174,61,14,3,87,2,7,0.3505747126436782,0.08045977011494253,0.017241379310344827,0.5,0.011494252873563218,0.040229885057471264,76.86
Ecole 6 Jardins,Akjoujt,Inchiri,576,367,4,2,361,220,6,8,5,0,122,0.6094182825484764,0.01662049861495845,0.0221606648199446,0.013850415512465374,0.0,0.3379501385041551,63.72
Collége  Excellence,Arafat,Nouakchott Sud,566,418,12,3,403,229,58,12,9,1,94,0.5682382133995038,0.14392059553349876,0.02977667493796526,0.022332506203473945,0.0024813895781637717,0.23325062034739455,73.85
Ecole Tadhrert,R'Kiz,Trarza,230,129,6,0,123,105,0,1,1,0,16,0.8536585365853658,0.0,0.008130081300813009,0.008130081300813009,0.0,0.13008130081300814,56.09
Ecole Edebaye El Batha,M'Bout,Gorgol,327,180,3,0,177,94,73,1,1,1,7,0.5310734463276836,0.4124293785310734,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.03954802259887006,55.05
Ajar Soninké,Sélibaby,Guidimagha,417,326,6,2,318,169,100,8,27,0,14,0.5314465408805031,0.31446540880503143,0.025157232704402517,0.08490566037735849,0.0,0.0440251572327044,78.18
Collège 1,Arafat,Nouakchott Sud,578,379,6,4,369,139,40,23,11,3,153,0.37669376693766937,0.10840108401084012,0.06233062330623306,0.02981029810298103,0.008130081300813009,0.4146341463414634,65.57
Silla,Kaédi,Gorgol,335,228,2,6,220,105,37,0,76,0,2,0.4772727272727273,0.16818181818181818,0.0,0.34545454545454546,0.0,0.00909090909090909,68.06
Jiha,Keur Macène,Trarza,391,324,11,1,312,249,20,2,0,0,41,0.7980769230769231,0.0641025641025641,0.00641025641025641,0.0,0.0,0.13141025641025642,82.86
Mahdhara Tengadoum,R'Kiz,Trarza,198,115,5,1,109,75,1,1,0,0,32,0.6880733944954128,0.009174311926605505,0.009174311926605505,0.0,0.0,0.29357798165137616,58.08
Bargheiwa,Timbedra,Hodh Chargui,197,111,0,0,111,101,1,2,0,1,6,0.9099099099099099,0.009009009009009009,0.018018018018018018,0.0,0.009009009009009009,0.05405405405405406,56.35
Ecole Lemeilih,Néma,Hodh Chargui,369,252,2,0,250,223,2,2,0,0,23,0.892,0.008,0.008,0.0,0.0,0.092,68.29
Ecole Amriche,Djiguenni,Hodh Chargui,503,320,10,0,310,286,1,1,1,1,20,0.9225806451612903,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.06451612903225806,63.62
Ecole 10 El Moutevejeratt,Nouadhibou,Dakhlet Nouadhibou,474,359,3,3,353,79,157,7,54,5,51,0.2237960339943343,0.4447592067988669,0.019830028328611898,0.1529745042492918,0.014164305949008499,0.14447592067988668,75.74
Ecole 4,Sebkha,Nouakchott Ouest,527,364,9,7,348,37,180,1,114,0,16,0.10632183908045977,0.5172413793103449,0.0028735632183908046,0.3275862068965517,0.0,0.04597701149425287,69.07
Belediya 1,Atar,Adrar,577,258,31,4,223,101,31,6,5,1,79,0.452914798206278,0.13901345291479822,0.026905829596412557,0.02242152466367713,0.004484304932735426,0.3542600896860987,44.71
Agneyetir,Aïoun,Hodh El Gharbi,195,129,1,1,127,78,0,0,0,0,49,0.6141732283464567,0.0,0.0,0.0,0.0,0.3858267716535433,66.15
Ecole Tembouyali,R'Kiz,Trarza,348,197,10,0,187,159,4,8,0,0,16,0.8502673796791443,0.0213903743315508,0.0427807486631016,0.0,0.0,0.0855614973262032,56.61
Varee El Kitane,Néma,Hodh Chargui,165,133,4,0,129,93,14,1,0,0,21,0.7209302325581395,0.10852713178294573,0.007751937984496124,0.0,0.0,0.16279069767441862,80.61
Chemsiyat,Tidjikja,Tagant,430,279,6,0,273,122,14,45,1,2,89,0.4468864468864469,0.05128205128205128,0.16483516483516483,0.003663003663003663,0.007326007326007326,0.326007326007326,64.88
Ecole Saada,Teyaret,Nouakchott Nord,566,286,12,3,271,129,30,11,10,4,87,0.47601476014760147,0.11070110701107011,0.04059040590405904,0.03690036900369004,0.014760147601476014,0.3210332103321033,50.53
Ecole M'Barko,Maghama,Gorgol,590,344,24,9,311,163,55,5,64,0,24,0.5241157556270096,0.17684887459807075,0.01607717041800643,0.2057877813504823,0.0,0.07717041800643087,58.31
Loueid,M'Bout,Gorgol,244,128,4,2,122,100,5,1,5,0,11,0.819672131147541,0.040983606557377046,0.00819672131147541,0.040983606557377046,0.0,0.09016393442622951,52.46
FAS - Ain Bintili,Bir Moghrein,Tiris Zemmour,69,80,1,9,70,52,14,0,0,0,4,0.7428571428571429,0.2,0.0,0.0,0.0,0.05714285714285714,115.94
Ezreibatt,Tidjikja,Tagant,381,215,2,2,211,111,18,36,0,1,45,0.5260663507109005,0.08530805687203792,0.17061611374407584,0.0,0.004739336492890996,0.2132701421800948,56.43
Ecole Sidi Abdalla,Arafat,Nouakchott Sud,544,332,8,2,322,154,33,19,5,1,110,0.4782608695652174,0.10248447204968944,0.059006211180124224,0.015527950310559006,0.003105590062111801,0.3416149068322981,61.03
Bassé,Afrique,Etranger,150,96,9,1,86,22,6,4,0,0,54,0.2558139534883721,0.06976744186046512,0.046511627906976744,0.0,0.0,0.627906976744186,64.0
AGUNEITURE,Chami,Dakhlet Nouadhibou,351,205,2,1,202,178,3,1,0,0,20,0.8811881188118812,0.01485148514851485,0.0049504950495049506,0.0,0.0,0.09900990099009901,58.4
Ecole Bangou,Néma,Hodh Chargui,496,284,19,0,265,196,15,2,1,5,46,0.7396226415094339,0.05660377358490566,0.007547169811320755,0.0037735849056603774,0.018867924528301886,0.17358490566037735,57.26
Ezreibatt,Tidjikja,Tagant,380,232,1,2,229,124,14,28,1,0,62,0.5414847161572053,0.0611353711790393,0.1222707423580786,0.004366812227074236,0.0,0.27074235807860264,61.05
Sala niyawe,Tidjikja,Tagant,269,219,2,0,217,172,0,15,0,1,29,0.7926267281105991,0.0,0.06912442396313365,0.0,0.004608294930875576,0.1336405529953917,81.41
Tegnent,Tidjikja,Tagant,125,84,1,0,83,75,1,0,0,0,7,0.9036144578313253,0.012048192771084338,0.0,0.0,0.0,0.08433734939759036,67.2
El Beijouj,Tidjikja,Tagant,183,127,0,2,125,115,1,1,0,0,8,0.92,0.008,0.008,0.0,0.0,0.064,69.4
Nadi El Ghezlane,Zoueratt,Tiris Zemmour,339,273,2,2,269,96,26,9,33,1,104,0.35687732342007433,0.09665427509293681,0.03345724907063197,0.12267657992565056,0.0037174721189591076,0.38661710037174724,80.53
El Gueada,Tidjikja,Tagant,312,194,8,2,184,96,10,25,1,1,51,0.5217391304347826,0.05434782608695652,0.1358695652173913,0.005434782608695652,0.005434782608695652,0.27717391304347827,62.18
Nbatt,Tidjikja,Tagant,215,150,0,1,149,139,0,0,0,0,10,0.9328859060402684,0.0,0.0,0.0,0.0,0.06711409395973154,69.77
Eglembitt,Tidjikja,Tagant,390,294,3,1,290,206,2,11,0,1,70,0.7103448275862069,0.006896551724137931,0.03793103448275862,0.0,0.0034482758620689655,0.2413793103448276,75.38
Baghdad,Tidjikja,Tagant,342,187,2,1,184,129,2,40,0,1,12,0.7010869565217391,0.010869565217391304,0.21739130434782608,0.0,0.005434782608695652,0.06521739130434782,54.68
Ecole 1 Fam Lekhdheiratt,Kiffa,Assaba,319,183,2,1,180,125,4,20,0,0,31,0.6944444444444444,0.022222222222222223,0.1111111111111111,0.0,0.0,0.17222222222222222,57.37
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,435,5,5,425,90,115,8,118,2,92,0.21176470588235294,0.27058823529411763,0.018823529411764704,0.2776470588235294,0.004705882352941176,0.2164705882352941,75.78
Ecole Edebaye El Batha,M'Bout,Gorgol,327,182,7,0,175,86,84,1,3,0,1,0.49142857142857144,0.48,0.005714285714285714,0.017142857142857144,0.0,0.005714285714285714,55.66
Ecole 8,Riyad,Nouakchott Sud,469,339,8,3,328,107,90,9,15,0,107,0.32621951219512196,0.27439024390243905,0.027439024390243903,0.04573170731707317,0.0,0.32621951219512196,72.28
Collège Bab El Veth,R'Kiz,Trarza,343,259,0,7,252,229,6,7,0,0,10,0.9087301587301587,0.023809523809523808,0.027777777777777776,0.0,0.0,0.03968253968253968,75.51
Talemsett,Tidjikja,Tagant,159,103,4,0,99,96,0,0,0,0,3,0.9696969696969697,0.0,0.0,0.0,0.0,0.030303030303030304,64.78
ECOLE EL VAROUGH,Kaédi,Gorgol,526,400,12,2,386,58,230,5,64,3,26,0.15025906735751296,0.5958549222797928,0.012953367875647668,0.16580310880829016,0.007772020725388601,0.06735751295336788,76.05
Collége  Excellence,Arafat,Nouakchott Sud,567,402,9,3,390,198,68,12,5,3,104,0.5076923076923077,0.17435897435897435,0.03076923076923077,0.01282051282051282,0.007692307692307693,0.26666666666666666,70.9
Ecole 3,Teyaret,Nouakchott Nord,531,327,5,3,319,107,63,8,34,1,106,0.335423197492163,0.1974921630094044,0.025078369905956112,0.10658307210031348,0.003134796238244514,0.3322884012539185,61.58
Ecole Tembal,Barkéol,Assaba,450,284,5,1,278,149,47,5,1,2,74,0.5359712230215827,0.16906474820143885,0.017985611510791366,0.0035971223021582736,0.007194244604316547,0.26618705035971224,63.11
Ecole Achweibir,Moudjeria,Tagant,178,121,1,1,119,112,0,0,0,0,7,0.9411764705882353,0.0,0.0,0.0,0.0,0.058823529411764705,67.98
Ecole Cheikh Souleymane Ball,Sebkha,Nouakchott Ouest,507,405,14,6,385,40,227,3,102,1,12,0.1038961038961039,0.5896103896103896,0.007792207792207792,0.2649350649350649,0.0025974025974025974,0.03116883116883117,79.88
Lycée,Mederdra,Trarza,360,230,5,4,221,127,12,1,0,0,81,0.5746606334841629,0.05429864253393665,0.004524886877828055,0.0,0.0,0.3665158371040724,63.89
Ecole Toueimiret Ladham,Kiffa,Assaba,280,105,0,0,105,95,1,1,0,2,6,0.9047619047619048,0.009523809523809525,0.009523809523809525,0.0,0.01904761904761905,0.05714285714285714,37.5
Ecole Nkheila,Keur Macène,Trarza,263,160,3,1,156,68,32,14,0,0,42,0.4358974358974359,0.20512820512820512,0.08974358974358974,0.0,0.0,0.2692307692307692,60.84
Ecole Sidi Abdalla,Arafat,Nouakchott Sud,544,333,6,7,320,169,33,10,0,3,105,0.528125,0.103125,0.03125,0.0,0.009375,0.328125,61.21
Lycée,Akjoujt,Inchiri,487,251,14,10,227,89,23,9,26,2,78,0.3920704845814978,0.1013215859030837,0.039647577092511016,0.1145374449339207,0.00881057268722467,0.3436123348017621,51.54
Ecole Guenguel,Barkéol,Assaba,351,158,5,0,153,133,16,0,0,0,4,0.869281045751634,0.10457516339869281,0.0,0.0,0.0,0.026143790849673203,45.01
Faravenni,Afrique,Etranger,237,158,6,0,152,17,6,3,0,0,126,0.1118421052631579,0.039473684210526314,0.019736842105263157,0.0,0.0,0.8289473684210527,66.67
Beghoul,M'Bout,Gorgol,368,120,3,0,117,60,49,2,3,0,3,0.5128205128205128,0.4188034188034188,0.017094017094017096,0.02564102564102564,0.0,0.02564102564102564,32.61
Ecole Nouamghar,Chami,Dakhlet Nouadhibou,341,184,2,5,177,115,24,3,1,0,34,0.6497175141242938,0.13559322033898305,0.01694915254237288,0.005649717514124294,0.0,0.192090395480226,53.96
Ecole Nkheila 1,Sélibaby,Guidimagha,429,322,1,8,313,163,135,3,0,0,12,0.5207667731629393,0.43130990415335463,0.009584664536741214,0.0,0.0,0.038338658146964855,75.06
Ecole 1 Cansado,Nouadhibou,Dakhlet Nouadhibou,492,394,5,8,381,106,46,15,99,1,114,0.2782152230971129,0.12073490813648294,0.03937007874015748,0.25984251968503935,0.0026246719160104987,0.2992125984251969,80.08
Ecole Gleiguem,Riyad,Nouakchott Sud,599,381,9,3,369,78,166,6,79,0,40,0.21138211382113822,0.44986449864498645,0.016260162601626018,0.2140921409214092,0.0,0.10840108401084012,63.61
Oum Lemdag,Timbedra,Hodh Chargui,435,292,7,2,283,253,0,2,0,1,27,0.8939929328621908,0.0,0.007067137809187279,0.0,0.0035335689045936395,0.09540636042402827,67.13
Agreij,Koubenni,Hodh El Gharbi,325,160,5,4,151,87,9,0,47,0,8,0.5761589403973509,0.059602649006622516,0.0,0.31125827814569534,0.0,0.052980132450331126,49.23
Tweirja Ouest,Ouad Naga,Trarza,351,208,3,2,203,147,2,8,0,1,45,0.7241379310344828,0.009852216748768473,0.03940886699507389,0.0,0.0049261083743842365,0.22167487684729065,59.26
Lycée,Akjoujt,Inchiri,489,236,6,0,230,107,15,8,14,0,86,0.4652173913043478,0.06521739130434782,0.034782608695652174,0.06086956521739131,0.0,0.3739130434782609,48.26
El ghadissiya,Ouad Naga,Trarza,259,207,4,1,202,124,5,3,0,1,69,0.6138613861386139,0.024752475247524754,0.01485148514851485,0.0,0.0049504950495049506,0.3415841584158416,79.92
Temzagu,Ouad Naga,Trarza,137,93,1,1,91,30,1,1,0,0,59,0.32967032967032966,0.01098901098901099,0.01098901098901099,0.0,0.0,0.6483516483516484,67.88
Ecole Idini,Ouad Naga,Trarza,458,269,0,3,266,114,5,6,0,1,140,0.42857142857142855,0.018796992481203006,0.022556390977443608,0.0,0.0037593984962406013,0.5263157894736842,58.73
Oum El Ghoura,Ouad Naga,Trarza,313,254,10,2,242,139,5,1,1,1,95,0.5743801652892562,0.02066115702479339,0.004132231404958678,0.004132231404958678,0.004132231404958678,0.3925619834710744,81.15
Leghouerka,Ouad Naga,Trarza,96,66,2,0,64,44,1,2,0,0,17,0.6875,0.015625,0.03125,0.0,0.0,0.265625,68.75
Ecole Idini,Ouad Naga,Trarza,440,272,4,5,263,119,6,7,1,0,130,0.4524714828897338,0.022813688212927757,0.026615969581749048,0.0038022813688212928,0.0,0.49429657794676807,61.82
Boutreiva,Ouad Naga,Trarza,312,176,2,5,169,93,13,0,2,0,61,0.5502958579881657,0.07692307692307693,0.0,0.011834319526627219,0.0,0.3609467455621302,56.41
Tweirja Est,Ouad Naga,Trarza,563,352,9,6,337,160,35,19,4,1,118,0.47477744807121663,0.10385756676557864,0.05637982195845697,0.011869436201780416,0.002967359050445104,0.35014836795252224,62.52
Centre Feminin,Teyaret,Nouakchott Nord,229,179,4,3,172,72,13,3,2,1,81,0.4186046511627907,0.0755813953488372,0.01744186046511628,0.011627906976744186,0.005813953488372093,0.47093023255813954,78.17
Ekfourda Est,Ouad Naga,Trarza,323,265,6,2,257,197,21,1,3,2,33,0.7665369649805448,0.08171206225680934,0.0038910505836575876,0.011673151750972763,0.007782101167315175,0.12840466926070038,82.04
El Medroum Ecole,Ouad Naga,Trarza,368,275,5,1,269,126,3,73,0,1,66,0.4684014869888476,0.011152416356877323,0.27137546468401486,0.0,0.0037174721189591076,0.24535315985130113,74.73
Tendegmadek,Ouad Naga,Trarza,354,157,3,8,146,105,1,1,0,0,39,0.7191780821917808,0.00684931506849315,0.00684931506849315,0.0,0.0,0.2671232876712329,44.35
Elimane,M'Bout,Gorgol,444,305,10,1,294,223,34,0,13,0,24,0.7585034013605442,0.11564625850340136,0.0,0.04421768707482993,0.0,0.08163265306122448,68.69
Ecole Bir El Barka,Ouad Naga,Trarza,585,439,12,7,420,293,23,8,0,0,96,0.6976190476190476,0.05476190476190476,0.01904761904761905,0.0,0.0,0.22857142857142856,75.04
Damas,Aïoun,Hodh El Gharbi,207,139,7,1,131,93,4,24,0,0,10,0.7099236641221374,0.030534351145038167,0.183206106870229,0.0,0.0,0.07633587786259542,67.15
Ecole Lemsila,Kiffa,Assaba,381,190,5,0,185,150,10,11,0,0,14,0.8108108108108109,0.05405405405405406,0.05945945945945946,0.0,0.0,0.07567567567567568,49.87
Ecole Jreiv,Atar,Adrar,336,191,3,1,187,180,3,1,1,0,2,0.9625668449197861,0.016042780748663103,0.0053475935828877,0.0053475935828877,0.0,0.0106951871657754,56.85
Ecole Kouva,Sebkha,Nouakchott Ouest,554,409,2,8,399,60,246,4,66,2,21,0.15037593984962405,0.6165413533834586,0.010025062656641603,0.16541353383458646,0.005012531328320802,0.05263157894736842,73.83
Tendegmadek,Ouad Naga,Trarza,354,142,6,2,134,98,1,0,0,0,35,0.7313432835820896,0.007462686567164179,0.0,0.0,0.0,0.26119402985074625,40.11
Banjul 1,Afrique,Etranger,553,369,2,2,365,131,43,23,0,0,168,0.3589041095890411,0.1178082191780822,0.06301369863013699,0.0,0.0,0.4602739726027397,66.73
Banjul 1,Afrique,Etranger,553,394,2,2,390,98,62,19,1,0,210,0.2512820512820513,0.15897435897435896,0.04871794871794872,0.002564102564102564,0.0,0.5384615384615384,71.25
Ecole N'Delle,M'Bout,Gorgol,319,244,9,1,234,71,142,1,2,0,18,0.3034188034188034,0.6068376068376068,0.004273504273504274,0.008547008547008548,0.0,0.07692307692307693,76.49
Ecole Kouva,Sebkha,Nouakchott Ouest,553,434,15,2,417,38,270,3,87,0,19,0.09112709832134293,0.6474820143884892,0.007194244604316547,0.20863309352517986,0.0,0.045563549160671464,78.48
Ecole Cheikh Med El Hafedh,Arafat,Nouakchott Sud,479,354,19,2,333,193,45,7,0,1,87,0.5795795795795796,0.13513513513513514,0.021021021021021023,0.0,0.003003003003003003,0.26126126126126126,73.9
Banjul 2,Afrique,Etranger,325,223,6,0,217,83,21,1,83,0,3,0.3824884792626728,0.0967741935483871,0.004608294930875576,0.3824884792626728,0.0,0.013824884792626729,68.62
Nouvelle Maison des Jeunes,Nouadhibou,Dakhlet Nouadhibou,592,384,2,6,376,177,46,10,19,2,122,0.47074468085106386,0.12234042553191489,0.026595744680851064,0.05053191489361702,0.005319148936170213,0.324468085106383,64.86
Ecole Abdalla Dieri,Bababé,Brakna,360,221,3,6,212,104,28,13,0,0,93,0.49056603773584906,0.1320754716981132,0.06132075471698113,0.0,0.0,0.4386792452830189,61.39
Chelkhet Ehel Meska,Akjoujt,Inchiri,552,215,2,2,211,167,5,1,0,0,38,0.7914691943127962,0.023696682464454975,0.004739336492890996,0.0,0.0,0.18009478672985782,38.95
Djewol 1,Kaédi,Gorgol,319,261,5,8,248,40,93,1,94,1,19,0.16129032258064516,0.375,0.004032258064516129,0.3790322580645161,0.004032258064516129,0.07661290322580645,81.82
Ecole Gvava,Kiffa,Assaba,217,131,11,0,120,94,9,9,5,0,3,0.7833333333333333,0.075,0.075,0.041666666666666664,0.0,0.025,60.37
Ecole Soud,Kiffa,Assaba,307,92,4,0,88,65,2,0,0,1,20,0.7386363636363636,0.022727272727272728,0.0,0.0,0.011363636363636364,0.22727272727272727,29.97
Ecole Saada,Teyaret,Nouakchott Nord,566,286,8,5,273,122,29,16,15,2,89,0.4468864468864469,0.10622710622710622,0.05860805860805861,0.054945054945054944,0.007326007326007326,0.326007326007326,50.53
tayba,Moudjeria,Tagant,98,80,1,0,79,55,6,4,0,0,14,0.6962025316455697,0.0759493670886076,0.05063291139240506,0.0,0.0,0.17721518987341772,81.63
Ecole Ould Rami,Sélibaby,Guidimagha,284,219,5,0,214,30,100,0,1,0,83,0.14018691588785046,0.4672897196261682,0.0,0.004672897196261682,0.0,0.3878504672897196,77.11
Agreij,Koubenni,Hodh El Gharbi,257,98,1,0,97,77,2,1,0,0,17,0.7938144329896907,0.020618556701030927,0.010309278350515464,0.0,0.0,0.17525773195876287,38.13
Dispensaire,Bababé,Brakna,363,250,23,17,210,55,26,0,119,0,10,0.2619047619047619,0.12380952380952381,0.0,0.5666666666666667,0.0,0.047619047619047616,68.87
Ecole Saada,Teyaret,Nouakchott Nord,562,405,10,8,387,146,82,12,28,1,118,0.3772609819121447,0.21188630490956073,0.031007751937984496,0.07235142118863049,0.002583979328165375,0.3049095607235142,72.06
N'dreinayeh,Aïoun,Hodh El Gharbi,517,178,7,1,170,97,2,10,0,0,61,0.5705882352941176,0.011764705882352941,0.058823529411764705,0.0,0.0,0.3588235294117647,34.43
Achmim,Timbedra,Hodh Chargui,368,253,4,1,248,153,3,1,0,0,91,0.6169354838709677,0.012096774193548387,0.004032258064516129,0.0,0.0,0.36693548387096775,68.75
Ecole Bareina,R'Kiz,Trarza,457,245,1,2,242,162,21,43,0,0,16,0.6694214876033058,0.08677685950413223,0.17768595041322313,0.0,0.0,0.06611570247933884,53.61
Ecole Saada,Teyaret,Nouakchott Nord,566,282,4,1,277,131,36,7,4,1,98,0.4729241877256318,0.1299638989169675,0.02527075812274368,0.01444043321299639,0.0036101083032490976,0.35379061371841153,49.82
Ecole 1,Zoueratt,Tiris Zemmour,575,418,1,6,411,97,91,16,135,0,72,0.2360097323600973,0.22141119221411193,0.038929440389294405,0.3284671532846715,0.0,0.17518248175182483,72.7
Ecole Bareina,R'Kiz,Trarza,454,194,7,2,185,130,13,32,0,1,9,0.7027027027027027,0.07027027027027027,0.17297297297297298,0.0,0.005405405405405406,0.04864864864864865,42.73
El Maleh,Tidjikja,Tagant,474,275,6,2,267,139,25,53,1,0,49,0.5205992509363296,0.09363295880149813,0.19850187265917604,0.003745318352059925,0.0,0.18352059925093633,58.02
Ecole Ahmed Zeidane,Sebkha,Nouakchott Ouest,550,470,3,8,459,24,198,5,222,1,9,0.05228758169934641,0.43137254901960786,0.010893246187363835,0.48366013071895425,0.002178649237472767,0.0196078431372549,85.45
Ecole  TIDIRIZ,Atar,Adrar,203,133,7,0,126,95,8,1,0,0,22,0.753968253968254,0.06349206349206349,0.007936507936507936,0.0,0.0,0.1746031746031746,65.52
Ecole Sidi Abdalla,Arafat,Nouakchott Sud,542,384,19,2,363,208,34,10,0,0,111,0.5730027548209367,0.09366391184573003,0.027548209366391185,0.0,0.0,0.30578512396694213,70.85
Gueri,Kaédi,Gorgol,308,235,7,0,228,57,70,1,96,0,4,0.25,0.30701754385964913,0.0043859649122807015,0.42105263157894735,0.0,0.017543859649122806,76.3
Abidjan 3,Afrique,Etranger,580,249,4,3,242,77,54,0,40,12,59,0.3181818181818182,0.2231404958677686,0.0,0.1652892561983471,0.049586776859504134,0.24380165289256198,42.93
Ecole Ould jeddou,Ould Yengé,Guidimagha,319,155,12,0,143,25,54,22,3,0,39,0.17482517482517482,0.3776223776223776,0.15384615384615385,0.02097902097902098,0.0,0.2727272727272727,48.59
Ecole Feiniyatt,Djiguenni,Hodh Chargui,415,189,4,0,185,168,0,0,2,0,15,0.9081081081081082,0.0,0.0,0.010810810810810811,0.0,0.08108108108108109,45.54
Rezam,Koubenni,Hodh El Gharbi,558,208,5,0,203,117,2,20,1,0,63,0.5763546798029556,0.009852216748768473,0.09852216748768473,0.0049261083743842365,0.0,0.3103448275862069,37.28
Abidjan 1,Afrique,Etranger,478,250,9,0,241,55,143,5,4,2,32,0.22821576763485477,0.5933609958506224,0.02074688796680498,0.016597510373443983,0.008298755186721992,0.13278008298755187,52.3
Ehel Jaafar,M'Bout,Gorgol,310,125,8,2,115,71,16,11,2,0,15,0.6173913043478261,0.1391304347826087,0.09565217391304348,0.017391304347826087,0.0,0.13043478260869565,40.32
Ecole 3,Akjoujt,Inchiri,501,386,3,10,373,231,14,12,2,0,114,0.6193029490616622,0.03753351206434316,0.032171581769437,0.005361930294906166,0.0,0.30563002680965146,77.05
Ecole 4,Teyaret,Nouakchott Nord,560,300,8,0,292,120,33,22,5,0,112,0.410958904109589,0.11301369863013698,0.07534246575342465,0.017123287671232876,0.0,0.3835616438356164,53.57
Commune,Sebkha,Nouakchott Ouest,516,330,7,4,319,44,127,8,122,2,16,0.13793103448275862,0.3981191222570533,0.025078369905956112,0.3824451410658307,0.006269592476489028,0.050156739811912224,63.95
Ecole 2 Rass El Imane,Nouadhibou,Dakhlet Nouadhibou,513,334,14,4,316,158,44,15,16,1,82,0.5,0.13924050632911392,0.04746835443037975,0.05063291139240506,0.0031645569620253164,0.25949367088607594,65.11
Collège 1,Arafat,Nouakchott Sud,566,436,5,4,427,158,72,41,2,1,153,0.3700234192037471,0.1686182669789227,0.09601873536299765,0.00468384074941452,0.00234192037470726,0.3583138173302108,77.03
Ecole 7,Sélibaby,Guidimagha,297,192,14,0,178,63,35,2,26,1,51,0.3539325842696629,0.19662921348314608,0.011235955056179775,0.14606741573033707,0.0056179775280898875,0.28651685393258425,64.65
Ecole 5,Magtalahjar,Brakna,480,252,19,0,233,99,6,7,0,0,121,0.4248927038626609,0.02575107296137339,0.030042918454935622,0.0,0.0,0.51931330472103,52.5
Ecole Soud,Kiffa,Assaba,306,127,3,1,123,99,2,2,0,0,20,0.8048780487804879,0.016260162601626018,0.016260162601626018,0.0,0.0,0.16260162601626016,41.5
Ehel M'Bareck Sidi,M'Bout,Gorgol,498,235,12,0,223,107,73,1,0,0,42,0.4798206278026906,0.3273542600896861,0.004484304932735426,0.0,0.0,0.18834080717488788,47.19
Ecole Saad,Riyad,Nouakchott Sud,535,387,8,4,375,90,161,27,56,2,39,0.24,0.42933333333333334,0.072,0.14933333333333335,0.005333333333333333,0.104,72.34
