office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes,gaz_perct,biram_perct,mewloud_perct,kane_perct,wavi_perct,boubacar_perct,turnout
Ecole Cheikh Souleymane Ball,Sebkha,Nouakchott Ouest,545,270,11,5,254,78,75,13,61,1,26,0.30708661417322836,0.2952755905511811,0.051181102362204724,0.24015748031496062,0.003937007874015748,0.10236220472440945,49.54
Ecole Eychaya,Mederdra,Trarza,72,41,0,1,40,22,1,2,1,0,14,0.55,0.025,0.05,0.025,0.0,0.35,56.94
Collége Fdérik,F'Deirick,Tiris Zemmour,351,181,2,2,177,100,11,4,2,0,60,0.5649717514124294,0.062146892655367235,0.022598870056497175,0.011299435028248588,0.0,0.3389830508474576,51.57
Medinet Noura,Néma,Hodh Chargui,137,117,6,1,110,107,0,1,0,2,0,0.9727272727272728,0.0,0.00909090909090909,0.0,0.01818181818181818,0.0,85.4
Lycée,Mederdra,Trarza,360,216,2,1,213,128,9,4,0,2,70,0.6009389671361502,0.04225352112676056,0.018779342723004695,0.0,0.009389671361502348,0.3286384976525822,60.0
Ecole Lemrabott Sidi Mahmoud,Arafat,Nouakchott Sud,513,359,6,3,350,150,54,17,32,1,96,0.42857142857142855,0.15428571428571428,0.04857142857142857,0.09142857142857143,0.002857142857142857,0.2742857142857143,69.98
Ecole Charatt,Mederdra,Trarza,373,251,3,4,244,168,16,0,4,1,55,0.6885245901639344,0.06557377049180328,0.0,0.01639344262295082,0.004098360655737705,0.22540983606557377,67.29
Ecole etihad,Mederdra,Trarza,276,190,24,4,162,116,2,1,0,0,43,0.7160493827160493,0.012345679012345678,0.006172839506172839,0.0,0.0,0.2654320987654321,68.84
Ecole Lebheir,Djiguenni,Hodh Chargui,317,159,4,1,154,145,3,1,0,0,5,0.9415584415584416,0.01948051948051948,0.006493506493506494,0.0,0.0,0.032467532467532464,50.16
Lycée technique,Boghé,Brakna,416,282,5,3,274,63,94,2,80,1,34,0.22992700729927007,0.34306569343065696,0.0072992700729927005,0.291970802919708,0.0036496350364963502,0.12408759124087591,67.79
T.P.,Zoueratt,Tiris Zemmour,364,294,4,4,286,195,20,7,8,2,54,0.6818181818181818,0.06993006993006994,0.024475524475524476,0.027972027972027972,0.006993006993006993,0.1888111888111888,80.77
Dispensaire Central,Kiffa,Assaba,406,257,6,1,250,173,53,4,6,0,14,0.692,0.212,0.016,0.024,0.0,0.056,63.3
Ecole 2 de Guerou,Guerou,Assaba,549,294,22,1,271,175,48,2,2,0,44,0.6457564575645757,0.17712177121771217,0.007380073800738007,0.007380073800738007,0.0,0.16236162361623616,53.55
El Argoub 2,Tidjikja,Tagant,382,235,7,2,226,107,28,35,3,0,53,0.47345132743362833,0.12389380530973451,0.15486725663716813,0.01327433628318584,0.0,0.2345132743362832,61.52
El Assala,Barkéol,Assaba,417,227,3,2,222,162,49,3,0,0,8,0.7297297297297297,0.22072072072072071,0.013513513513513514,0.0,0.0,0.036036036036036036,54.44
Ecole 11,Zoueratt,Tiris Zemmour,104,86,2,0,84,37,15,3,1,0,28,0.44047619047619047,0.17857142857142858,0.03571428571428571,0.011904761904761904,0.0,0.3333333333333333,82.69
Ekhweyendi (Ecole Othmane),Aïoun,Hodh El Gharbi,359,221,12,0,209,78,51,18,6,2,54,0.37320574162679426,0.24401913875598086,0.0861244019138756,0.028708133971291867,0.009569377990430622,0.2583732057416268,61.56
Ecole Cheikh Souleymane Ball,Sebkha,Nouakchott Ouest,508,324,13,10,301,50,156,6,79,1,9,0.16611295681063123,0.5182724252491694,0.019933554817275746,0.26245847176079734,0.0033222591362126247,0.029900332225913623,63.78
Ecole PK 14,Rosso,Trarza,412,211,4,6,201,86,38,1,2,0,74,0.42786069651741293,0.1890547263681592,0.004975124378109453,0.009950248756218905,0.0,0.3681592039800995,51.21
Ecole Hsey Leleyatt,Rosso,Trarza,256,167,5,0,162,92,51,2,2,1,14,0.5679012345679012,0.3148148148148148,0.012345679012345678,0.012345679012345678,0.006172839506172839,0.08641975308641975,65.23
Ecole Dar El Beydha,Mederdra,Trarza,447,281,5,2,274,154,6,6,0,1,107,0.5620437956204379,0.021897810218978103,0.021897810218978103,0.0,0.0036496350364963502,0.3905109489051095,62.86
Collège 1,Zoueratt,Tiris Zemmour,423,302,6,2,294,102,68,10,5,2,107,0.3469387755102041,0.23129251700680273,0.034013605442176874,0.017006802721088437,0.006802721088435374,0.36394557823129253,71.39
Dar sorour,Keur Macène,Trarza,202,124,5,1,118,84,7,3,0,0,24,0.711864406779661,0.059322033898305086,0.025423728813559324,0.0,0.0,0.2033898305084746,61.39
el jedida,Aleg,Brakna,281,204,0,2,202,154,11,0,0,0,37,0.7623762376237624,0.054455445544554455,0.0,0.0,0.0,0.18316831683168316,72.6
Ecole 2,Ksar,Nouakchott Ouest,571,250,2,4,244,82,45,9,9,3,96,0.3360655737704918,0.18442622950819673,0.036885245901639344,0.036885245901639344,0.012295081967213115,0.39344262295081966,43.78
PMI,Tintane,Hodh El Gharbi,238,104,0,0,104,84,5,1,1,0,13,0.8076923076923077,0.04807692307692308,0.009615384615384616,0.009615384615384616,0.0,0.125,43.7
Elevage,Amourj,Hodh Chargui,489,225,3,0,222,160,19,1,2,2,38,0.7207207207207207,0.08558558558558559,0.0045045045045045045,0.009009009009009009,0.009009009009009009,0.17117117117117117,46.01
Commune Ghabou,Ghabou,Guidimagha,493,298,10,3,285,180,85,3,8,1,8,0.631578947368421,0.2982456140350877,0.010526315789473684,0.028070175438596492,0.0035087719298245615,0.028070175438596492,60.45
Lycée,Tintane,Hodh El Gharbi,488,250,13,1,236,157,37,8,5,0,29,0.6652542372881356,0.15677966101694915,0.03389830508474576,0.0211864406779661,0.0,0.1228813559322034,51.23
Nouejhena,Moudjeria,Tagant,164,97,2,0,95,43,2,1,0,0,49,0.45263157894736844,0.021052631578947368,0.010526315789473684,0.0,0.0,0.5157894736842106,59.15
Ecole Saad,R'Kiz,Trarza,340,222,7,0,215,150,10,3,2,1,49,0.6976744186046512,0.046511627906976744,0.013953488372093023,0.009302325581395349,0.004651162790697674,0.22790697674418606,65.29
Ecole Entakech,Moudjeria,Tagant,509,263,3,0,260,158,37,2,1,0,62,0.6076923076923076,0.1423076923076923,0.007692307692307693,0.0038461538461538464,0.0,0.23846153846153847,51.67
Bureaux de la Commune,Arafat,Nouakchott Sud,456,343,19,3,321,103,87,9,43,1,78,0.32087227414330216,0.27102803738317754,0.028037383177570093,0.13395638629283488,0.003115264797507788,0.24299065420560748,75.22
Collège 3 (El marbat),El Mina,Nouakchott Sud,461,308,13,12,283,83,79,4,71,0,46,0.29328621908127206,0.2791519434628975,0.014134275618374558,0.2508833922261484,0.0,0.1625441696113074,66.81
Ecole 1,Bassiknou,Hodh Chargui,413,173,6,0,167,122,25,2,0,0,18,0.7305389221556886,0.1497005988023952,0.011976047904191617,0.0,0.0,0.10778443113772455,41.89
PMI,Kaédi,Gorgol,72,64,3,0,61,5,29,1,26,0,0,0.08196721311475409,0.47540983606557374,0.01639344262295082,0.4262295081967213,0.0,0.0,88.89
Elevage,Bassiknou,Hodh Chargui,379,164,5,0,159,115,18,1,5,1,19,0.7232704402515723,0.11320754716981132,0.006289308176100629,0.031446540880503145,0.006289308176100629,0.11949685534591195,43.27
Ecole Cheikh Hamahoullah,Arafat,Nouakchott Sud,516,381,5,4,372,204,43,6,3,1,115,0.5483870967741935,0.11559139784946236,0.016129032258064516,0.008064516129032258,0.002688172043010753,0.30913978494623656,73.84
Hay Elwiam Kendra,Kiffa,Assaba,404,394,4,0,390,387,1,0,0,0,2,0.9923076923076923,0.002564102564102564,0.0,0.0,0.0,0.005128205128205128,97.52
Ecole Lebheir,Djiguenni,Hodh Chargui,316,200,13,0,187,178,1,1,0,0,7,0.9518716577540107,0.0053475935828877,0.0053475935828877,0.0,0.0,0.0374331550802139,63.29
Dispensaire Dioguentourou,Ghabou,Guidimagha,335,236,5,2,229,100,72,18,4,0,35,0.4366812227074236,0.314410480349345,0.07860262008733625,0.017467248908296942,0.0,0.15283842794759825,70.45
Elevage,Aleg,Brakna,387,262,6,3,253,141,44,2,8,0,58,0.5573122529644269,0.17391304347826086,0.007905138339920948,0.03162055335968379,0.0,0.22924901185770752,67.7
Base,Aïoun,Hodh El Gharbi,503,210,1,0,209,103,13,9,0,3,81,0.49282296650717705,0.06220095693779904,0.0430622009569378,0.0,0.014354066985645933,0.3875598086124402,41.75
Legoueissi - El Mahdhara,Néma,Hodh Chargui,214,183,1,0,182,173,1,0,0,0,8,0.9505494505494505,0.005494505494505495,0.0,0.0,0.0,0.04395604395604396,85.51
Ecole central (application),Aïoun,Hodh El Gharbi,313,198,5,0,193,58,55,12,5,0,63,0.3005181347150259,0.2849740932642487,0.06217616580310881,0.025906735751295335,0.0,0.32642487046632124,63.26
Oum Oumgheyrive,Tintane,Hodh El Gharbi,324,187,5,0,182,149,17,2,0,0,14,0.8186813186813187,0.09340659340659341,0.01098901098901099,0.0,0.0,0.07692307692307693,57.72
Ecole Aguerej,Magtalahjar,Brakna,259,151,4,2,145,135,2,1,0,0,7,0.9310344827586207,0.013793103448275862,0.006896551724137931,0.0,0.0,0.04827586206896552,58.3
Protection Civile,Rosso,Trarza,378,289,7,2,280,84,128,3,28,1,36,0.3,0.45714285714285713,0.010714285714285714,0.1,0.0035714285714285713,0.12857142857142856,76.46
Ecole Oum El Ghoura,R'Kiz,Trarza,390,238,9,1,228,107,53,1,1,0,66,0.4692982456140351,0.2324561403508772,0.0043859649122807015,0.0043859649122807015,0.0,0.2894736842105263,61.03
Ecole Ougba Ben Navaa,Arafat,Nouakchott Sud,311,227,3,2,222,85,50,9,23,1,54,0.38288288288288286,0.22522522522522523,0.04054054054054054,0.1036036036036036,0.0045045045045045045,0.24324324324324326,72.99
Ecole Saada,Kiffa,Assaba,363,285,16,0,269,259,2,1,0,0,7,0.9628252788104089,0.007434944237918215,0.0037174721189591076,0.0,0.0,0.026022304832713755,78.51
Meïmouna,Néma,Hodh Chargui,169,135,2,0,133,100,0,0,0,28,5,0.7518796992481203,0.0,0.0,0.0,0.21052631578947367,0.03759398496240601,79.88
Ecole 2,Zoueratt,Tiris Zemmour,505,352,2,3,347,155,37,11,10,2,132,0.44668587896253603,0.10662824207492795,0.03170028818443804,0.02881844380403458,0.005763688760806916,0.3804034582132565,69.7
Ecole Sid'Ahmed Ould Aida,Ksar,Nouakchott Ouest,582,370,6,3,361,180,55,11,9,1,105,0.4986149584487535,0.1523545706371191,0.030470914127423823,0.024930747922437674,0.002770083102493075,0.29085872576177285,63.57
El Adala,Timbedra,Hodh Chargui,336,158,3,0,155,91,9,5,0,0,50,0.5870967741935483,0.05806451612903226,0.03225806451612903,0.0,0.0,0.3225806451612903,47.02
Dispensaire,F'Deirick,Tiris Zemmour,367,196,3,0,193,110,16,3,3,1,60,0.5699481865284974,0.08290155440414508,0.015544041450777202,0.015544041450777202,0.0051813471502590676,0.31088082901554404,53.41
Ecole Hodelaye,Boghé,Brakna,522,397,9,18,370,76,15,1,266,0,12,0.20540540540540542,0.04054054054054054,0.002702702702702703,0.7189189189189189,0.0,0.032432432432432434,76.05
Ecole Gleiguem,Riyad,Nouakchott Sud,269,206,13,6,187,48,81,2,28,0,28,0.25668449197860965,0.43315508021390375,0.0106951871657754,0.1497326203208556,0.0,0.1497326203208556,76.58
Legdeim,Boumdeid,Assaba,248,238,0,1,237,231,1,1,0,0,4,0.9746835443037974,0.004219409282700422,0.004219409282700422,0.0,0.0,0.016877637130801686,95.97
Ecole Sed Elem,Ghabou,Guidimagha,196,154,11,0,143,62,67,0,2,0,12,0.43356643356643354,0.46853146853146854,0.0,0.013986013986013986,0.0,0.08391608391608392,78.57
Ecole 11,Sélibaby,Guidimagha,469,347,14,1,332,88,198,3,23,0,20,0.26506024096385544,0.5963855421686747,0.009036144578313253,0.06927710843373494,0.0,0.060240963855421686,73.99
Ecole M'Beighiré bilal,Sélibaby,Guidimagha,435,340,19,0,321,44,228,2,40,1,6,0.13707165109034267,0.7102803738317757,0.006230529595015576,0.12461059190031153,0.003115264797507788,0.018691588785046728,78.16
Commune,Sélibaby,Guidimagha,562,335,9,0,326,77,143,3,66,1,36,0.2361963190184049,0.4386503067484663,0.009202453987730062,0.20245398773006135,0.003067484662576687,0.11042944785276074,59.61
Lycée technique,Boghé,Brakna,416,306,8,2,296,77,102,3,70,0,44,0.26013513513513514,0.34459459459459457,0.010135135135135136,0.23648648648648649,0.0,0.14864864864864866,73.56
Ecole 1 Leareiguib,Nouadhibou,Dakhlet Nouadhibou,522,435,20,0,415,70,188,10,86,1,60,0.1686746987951807,0.4530120481927711,0.024096385542168676,0.20722891566265061,0.0024096385542168677,0.14457831325301204,83.33
Protection Civile,Rosso,Trarza,377,270,6,1,263,57,155,0,24,0,27,0.21673003802281368,0.5893536121673004,0.0,0.09125475285171103,0.0,0.10266159695817491,71.62
Bureaux Sonader,Rosso,Trarza,517,203,4,9,190,73,48,3,10,1,55,0.38421052631578945,0.25263157894736843,0.015789473684210527,0.05263157894736842,0.005263157894736842,0.2894736842105263,39.26
Bureaux Sonader,Rosso,Trarza,513,218,0,4,214,46,96,8,21,0,43,0.21495327102803738,0.4485981308411215,0.037383177570093455,0.09813084112149532,0.0,0.20093457943925233,42.5
Libheiré ,Ould Yengé,Guidimagha,308,214,4,0,210,118,51,0,10,0,31,0.5619047619047619,0.24285714285714285,0.0,0.047619047619047616,0.0,0.14761904761904762,69.48
Commune Ghabou,Ghabou,Guidimagha,493,286,11,1,274,157,83,4,20,1,9,0.572992700729927,0.3029197080291971,0.014598540145985401,0.072992700729927,0.0036496350364963502,0.032846715328467155,58.01
Ecole Mourabitoune,Ksar,Nouakchott Ouest,483,234,9,5,220,69,81,7,37,0,26,0.31363636363636366,0.36818181818181817,0.031818181818181815,0.16818181818181818,0.0,0.11818181818181818,48.45
Lemleyhess,Tintane,Hodh El Gharbi,438,382,3,0,379,373,0,1,0,1,4,0.9841688654353562,0.0,0.002638522427440633,0.0,0.002638522427440633,0.010554089709762533,87.21
Ecole 1,Aleg,Brakna,453,245,4,0,241,112,52,0,2,0,75,0.46473029045643155,0.2157676348547718,0.0,0.008298755186721992,0.0,0.3112033195020747,54.08
Délegation Régionale MDR,Kiffa,Assaba,462,239,7,1,231,96,88,11,14,0,22,0.4155844155844156,0.38095238095238093,0.047619047619047616,0.06060606060606061,0.0,0.09523809523809523,51.73
Lycée technique,Boghé,Brakna,416,305,3,4,298,81,96,3,87,0,31,0.27181208053691275,0.3221476510067114,0.010067114093959731,0.29194630872483224,0.0,0.1040268456375839,73.32
Commune Nbeika,Moudjeria,Tagant,486,242,0,0,242,146,27,4,0,0,65,0.6033057851239669,0.1115702479338843,0.01652892561983471,0.0,0.0,0.26859504132231404,49.79
El Berbareh,Aïoun,Hodh El Gharbi,357,204,2,2,200,96,11,1,0,0,92,0.48,0.055,0.005,0.0,0.0,0.46,57.14
Dispensaire Chami,Chami,Dakhlet Nouadhibou,559,171,4,1,166,82,25,1,0,1,57,0.4939759036144578,0.15060240963855423,0.006024096385542169,0.0,0.006024096385542169,0.3433734939759036,30.59
Zehra,Tintane,Hodh El Gharbi,543,333,23,0,310,252,32,3,0,1,22,0.8129032258064516,0.1032258064516129,0.00967741935483871,0.0,0.0032258064516129032,0.07096774193548387,61.33
Ecole Cheikh Souleymane Ball,Sebkha,Nouakchott Ouest,544,358,10,7,341,74,121,7,115,0,24,0.21700879765395895,0.3548387096774194,0.020527859237536656,0.33724340175953077,0.0,0.07038123167155426,65.81
Ecole 1 Nbeika,Moudjeria,Tagant,581,338,9,1,328,165,22,7,0,0,134,0.5030487804878049,0.06707317073170732,0.021341463414634148,0.0,0.0,0.40853658536585363,58.18
Ecole Demdeleck,Rosso,Trarza,473,399,13,4,382,32,258,2,81,0,9,0.08376963350785341,0.675392670157068,0.005235602094240838,0.21204188481675393,0.0,0.02356020942408377,84.36
Lycée de Néma,Néma,Hodh Chargui,558,274,5,1,268,173,13,3,4,4,71,0.6455223880597015,0.048507462686567165,0.011194029850746268,0.014925373134328358,0.014925373134328358,0.26492537313432835,49.1
Ecole 2,Amourj,Hodh Chargui,453,184,1,3,180,142,6,0,0,0,32,0.7888888888888889,0.03333333333333333,0.0,0.0,0.0,0.17777777777777778,40.62
Ecole 1,F'Deirick,Tiris Zemmour,312,178,6,1,171,87,22,2,2,2,56,0.5087719298245614,0.1286549707602339,0.011695906432748537,0.011695906432748537,0.011695906432748537,0.32748538011695905,57.05
Ecole Mourabitoune,Ksar,Nouakchott Ouest,483,273,18,2,253,75,103,7,33,0,35,0.2964426877470356,0.40711462450592883,0.02766798418972332,0.13043478260869565,0.0,0.1383399209486166,56.52
Ecole Cheikh Hamahoullah,Arafat,Nouakchott Sud,516,357,16,4,337,155,39,13,8,3,119,0.4599406528189911,0.11572700296735905,0.03857566765578635,0.02373887240356083,0.008902077151335312,0.35311572700296734,69.19
Ecole 4,Djiguenni,Hodh Chargui,543,399,5,0,394,200,1,1,0,0,192,0.5076142131979695,0.0025380710659898475,0.0025380710659898475,0.0,0.0,0.4873096446700508,73.48
Tewfik Ecole 1,Ouad Naga,Trarza,271,140,1,2,137,73,31,1,4,1,27,0.5328467153284672,0.22627737226277372,0.0072992700729927005,0.029197080291970802,0.0072992700729927005,0.19708029197080293,51.66
El Kawthar,Ouad Naga,Trarza,120,87,2,2,83,58,0,0,0,0,25,0.6987951807228916,0.0,0.0,0.0,0.0,0.30120481927710846,72.5
Taiba Ecole,Ouad Naga,Trarza,285,157,1,2,154,88,3,2,1,0,60,0.5714285714285714,0.01948051948051948,0.012987012987012988,0.006493506493506494,0.0,0.38961038961038963,55.09
Ecole 4,Mederdra,Trarza,121,83,2,1,80,45,5,0,0,0,30,0.5625,0.0625,0.0,0.0,0.0,0.375,68.6
Lycée,Ouad Naga,Trarza,523,261,5,0,256,52,6,3,2,0,193,0.203125,0.0234375,0.01171875,0.0078125,0.0,0.75390625,49.9
Tenwakoudeil,Ouad Naga,Trarza,150,107,2,0,105,62,1,0,0,0,42,0.5904761904761905,0.009523809523809525,0.0,0.0,0.0,0.4,71.33
Evedjar,Ouad Naga,Trarza,94,70,1,1,68,47,2,3,0,0,16,0.6911764705882353,0.029411764705882353,0.04411764705882353,0.0,0.0,0.23529411764705882,74.47
Teveritt,Ouad Naga,Trarza,379,231,7,8,216,129,15,5,0,0,67,0.5972222222222222,0.06944444444444445,0.023148148148148147,0.0,0.0,0.3101851851851852,60.95
Tenadi El jedida,Ouad Naga,Trarza,104,89,1,0,88,72,1,0,0,0,15,0.8181818181818182,0.011363636363636364,0.0,0.0,0.0,0.17045454545454544,85.58
Tewfik Ecole 1,Ouad Naga,Trarza,377,198,6,2,190,75,18,4,2,0,91,0.39473684210526316,0.09473684210526316,0.021052631578947368,0.010526315789473684,0.0,0.4789473684210526,52.52
Collège 1,Riyad,Nouakchott Sud,504,424,17,6,401,83,135,1,154,3,25,0.20698254364089774,0.33665835411471323,0.0024937655860349127,0.38403990024937656,0.007481296758104738,0.06234413965087282,84.13
Ecole 7,Nouadhibou,Dakhlet Nouadhibou,597,394,5,6,383,132,113,12,16,2,108,0.34464751958224543,0.2950391644908616,0.031331592689295036,0.04177545691906005,0.005221932114882507,0.2819843342036554,66.0
Ecole El Mebrouk,Boghé,Brakna,390,210,5,2,203,118,2,3,21,1,58,0.5812807881773399,0.009852216748768473,0.014778325123152709,0.10344827586206896,0.0049261083743842365,0.2857142857142857,53.85
Erken,Bassiknou,Hodh Chargui,356,179,5,1,173,147,0,1,1,0,24,0.8497109826589595,0.0,0.005780346820809248,0.005780346820809248,0.0,0.13872832369942195,50.28
Ecole Tizigrez,Atar,Adrar,377,123,6,0,117,85,8,0,0,0,24,0.7264957264957265,0.06837606837606838,0.0,0.0,0.0,0.20512820512820512,32.63
Ecole 2 de Guerou,Guerou,Assaba,549,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
Ecole Bilal 2,Koubenni,Hodh El Gharbi,567,268,5,0,263,129,28,10,0,0,96,0.49049429657794674,0.10646387832699619,0.03802281368821293,0.0,0.0,0.3650190114068441,47.27
Enegm Ecole,Ouad Naga,Trarza,123,106,3,0,103,67,2,2,0,0,32,0.6504854368932039,0.019417475728155338,0.019417475728155338,0.0,0.0,0.3106796116504854,86.18
Erken,Bassiknou,Hodh Chargui,356,140,4,0,136,86,0,1,1,0,48,0.6323529411764706,0.0,0.007352941176470588,0.007352941176470588,0.0,0.35294117647058826,39.33
Ecole Salah Eddine,Kiffa,Assaba,413,226,8,1,217,48,79,3,0,1,86,0.22119815668202766,0.3640552995391705,0.013824884792626729,0.0,0.004608294930875576,0.39631336405529954,54.72
Mouftah El kheir,Boghé,Brakna,302,154,6,0,148,25,84,5,2,1,31,0.16891891891891891,0.5675675675675675,0.033783783783783786,0.013513513513513514,0.006756756756756757,0.20945945945945946,50.99
Collège 1,Zoueratt,Tiris Zemmour,424,287,7,5,275,85,64,23,2,2,99,0.3090909090909091,0.23272727272727273,0.08363636363636363,0.007272727272727273,0.007272727272727273,0.36,67.69
Lycée,Tintane,Hodh El Gharbi,490,214,10,2,202,133,22,3,4,2,38,0.6584158415841584,0.10891089108910891,0.01485148514851485,0.019801980198019802,0.009900990099009901,0.18811881188118812,43.67
Aleg,Timbedra,Hodh Chargui,271,169,6,0,163,103,0,2,1,0,57,0.6319018404907976,0.0,0.012269938650306749,0.006134969325153374,0.0,0.3496932515337423,62.36
Ecole Ougba Ben Navaa,Arafat,Nouakchott Sud,310,243,1,3,239,103,70,2,7,3,54,0.4309623430962343,0.2928870292887029,0.008368200836820083,0.029288702928870293,0.012552301255230125,0.22594142259414227,78.39
Dispensaire Chami,Chami,Dakhlet Nouadhibou,559,143,6,1,136,72,13,2,1,0,48,0.5294117647058824,0.09558823529411764,0.014705882352941176,0.007352941176470588,0.0,0.35294117647058826,25.58
Faculté de Droit,Ksar,Nouakchott Ouest,307,187,2,7,178,98,31,5,4,0,40,0.550561797752809,0.17415730337078653,0.028089887640449437,0.02247191011235955,0.0,0.2247191011235955,60.91
CAC,Zoueratt,Tiris Zemmour,453,303,9,1,293,140,27,4,21,1,100,0.4778156996587031,0.09215017064846416,0.013651877133105802,0.07167235494880546,0.0034129692832764505,0.3412969283276451,66.89
Ecole Nivrar,Mederdra,Trarza,129,95,11,1,83,77,0,1,1,0,4,0.927710843373494,0.0,0.012048192771084338,0.012048192771084338,0.0,0.04819277108433735,73.64
Laamoud Elguarbi,Ouad Naga,Trarza,190,134,2,3,129,83,26,2,0,2,16,0.6434108527131783,0.20155038759689922,0.015503875968992248,0.0,0.015503875968992248,0.12403100775193798,70.53
Ecole 1 Bagdad,Guerou,Assaba,559,268,13,0,255,147,13,4,1,2,88,0.5764705882352941,0.050980392156862744,0.01568627450980392,0.00392156862745098,0.00784313725490196,0.34509803921568627,47.94
Ecole Oubey Ibn Kaab,Arafat,Nouakchott Sud,520,424,2,11,411,221,50,11,13,5,111,0.537712895377129,0.12165450121654502,0.0267639902676399,0.031630170316301706,0.012165450121654502,0.27007299270072993,81.54
Ecole Beder,Kiffa,Assaba,387,182,3,2,177,116,24,2,1,4,30,0.655367231638418,0.13559322033898305,0.011299435028248588,0.005649717514124294,0.022598870056497175,0.1694915254237288,47.03
Oum Ladham,Timbedra,Hodh Chargui,318,209,6,0,203,157,0,0,1,5,40,0.7733990147783252,0.0,0.0,0.0049261083743842365,0.024630541871921183,0.19704433497536947,65.72
Knata,Bassiknou,Hodh Chargui,71,37,0,0,37,33,2,0,0,1,1,0.8918918918918919,0.05405405405405406,0.0,0.0,0.02702702702702703,0.02702702702702703,52.11
Ecole Aleh Yasser,Koubenni,Hodh El Gharbi,444,236,8,0,228,137,34,3,1,0,53,0.6008771929824561,0.14912280701754385,0.013157894736842105,0.0043859649122807015,0.0,0.2324561403508772,53.15
Ecole 3,Atar,Adrar,357,185,5,1,179,98,21,1,7,1,51,0.547486033519553,0.11731843575418995,0.00558659217877095,0.03910614525139665,0.00558659217877095,0.2849162011173184,51.82
Ecole proche Nessiba,El Mina,Nouakchott Sud,179,122,11,0,111,41,37,2,9,1,21,0.36936936936936937,0.3333333333333333,0.018018018018018018,0.08108108108108109,0.009009009009009009,0.1891891891891892,68.16
Eribat,Koubenni,Hodh El Gharbi,79,34,0,0,34,30,0,0,0,0,4,0.8823529411764706,0.0,0.0,0.0,0.0,0.11764705882352941,43.04
Hotel de Ville,Magtalahjar,Brakna,522,325,9,2,314,187,20,5,1,0,101,0.5955414012738853,0.06369426751592357,0.01592356687898089,0.0031847133757961785,0.0,0.321656050955414,62.26
